"Code_Group","Group_Description","Code","Description","MEX","USA","CAN"
"07","Vegetables and certain roots and tubers; edible","071335","Vegetables, leguminous; cow peas (Vigna unguiculata), shelled, whether or not skinned or split, dried","10","0","0"
"07","Vegetables and certain roots and tubers; edible","071339","Vegetables, leguminous; n.e.c. in item no. 0713.3, shelled, whether or not skinned or split, dried","10","0.96","0"
"07","Vegetables and certain roots and tubers; edible","071340","Vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried","10","1.07","0"
"07","Vegetables and certain roots and tubers; edible","071350","Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried","10","3.25","0"
"07","Vegetables and certain roots and tubers; edible","071360","Vegetables, leguminous; pigeon peas (Cajanus cajan), shelled, whether or not skinned or split, dried","10","2.01","0"
"07","Vegetables and certain roots and tubers; edible","071390","Vegetables, leguminous; n.e.c. in heading no. 0713, shelled, whether or not skinned or split, dried","10","1.28","0"
"07","Vegetables and certain roots and tubers; edible","071410","Vegetable roots and tubers; manioc (cassava), with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets","15","9.6","0"
"07","Vegetables and certain roots and tubers; edible","071420","Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets","15","5.25","0"
"07","Vegetables and certain roots and tubers; edible","071430","Vegetable roots and tubers; yams (Dioscorea spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets","15","5.18","0"
"07","Vegetables and certain roots and tubers; edible","071440","Vegetable roots and tubers; taro (Colocasia spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets","15","4.15","0"
"07","Vegetables and certain roots and tubers; edible","071450","Vegetable roots and tubers; yautia (Xanthosoma spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets","15","7.57","0"
"07","Vegetables and certain roots and tubers; edible","071490","Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form; sago pith","13.33","8.94","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080111","Nuts, edible; coconuts, desiccated","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080112","Nuts, edible; coconuts, in the inner shell (endocarp)","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080119","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080121","Nuts, edible; brazil nuts, fresh or dried, in shell","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080122","Nuts, edible; brazil nuts, fresh or dried, shelled","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080131","Nuts, edible; cashew nuts, fresh or dried, in shell","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080132","Nuts, edible; cashew nuts, fresh or dried, shelled","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080211","Nuts, edible; almonds, fresh or dried, in shell","15","1.52","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080212","Nuts, edible; almonds, fresh or dried, shelled","20","3.38","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080221","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","0","1.19","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080222","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","0","1.76","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080231","Nuts, edible; walnuts, fresh or dried, in shell","20","2.19","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080232","Nuts, edible; walnuts, fresh or dried, shelled","20","3.28","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080241","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080242","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080251","Nuts, edible; pistachios, fresh or dried, in shell","20","0.1","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080252","Nuts, edible; pistachios, fresh or dried, shelled","20","0.13","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080261","Nuts, edible; macadamia, fresh or dried, in shell","20","0.28","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080262","Nuts, edible; macadamia, fresh or dried, shelled","20","0.3","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080270","Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled","20","0.49","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080280","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","20","0.92","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080290","Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled","20","0.67","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080310","Fruit, edible; plantains, fresh or dried","20","0.7","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080390","Fruit, edible; bananas, other than plantains, fresh or dried","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080410","Fruit, edible; dates, fresh or dried","20","10.69","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080420","Fruit, edible; figs, fresh or dried","20","1.63","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080430","Fruit, edible; pineapples, fresh or dried","20","0.84","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080440","Fruit, edible; avocados, fresh or dried","20","3.99","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080450","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","20","2.73","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080510","Fruit, edible; oranges, fresh or dried","20","2.05","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080520","Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried","20","n.a.","n.a."
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080540","Fruit, edible; grapefruit, including pomelos, fresh or dried","20","1.88","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080550","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried","13.4","1.22","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080590","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","20","0.8","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080610","Fruit, edible; grapes, fresh","15","0","1.6"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080620","Fruit, edible; grapes, dried","20","1.18","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080711","Fruit, edible; watermelons, fresh","20","13","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080719","Fruit, edible; melons, other than watermelons, fresh","20","13.98","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080720","Fruit, edible; papaws (papayas), fresh","20","5.4","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080810","Fruit, edible; apples, fresh","20","0","4.25"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080830","Fruit, edible; pears, fresh","20","0.13","3.5"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080840","Fruit, edible; quinces, fresh","20","0.13","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080910","Fruit, edible; apricots, fresh","20","0.11","3.5"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080921","Fruit, edible; sour cherries (Prunus cerasus), fresh","20","0","4.67"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080929","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","20","0","3.63"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080930","Fruit, edible; peaches, including nectarines, fresh","20","0.07","3.8"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","080940","Fruit, edible; plums and sloes, fresh","20","0.14","4.92"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081010","Fruit, edible; strawberries, fresh","20","0.18","2.83"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081020","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","20","0.01","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081030","Fruit, edible; black, white or red currants and gooseberries, fresh","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081040","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","20","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081050","Fruit, edible; kiwifruit, fresh","0","0","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081060","Fruit, edible; durians, fresh","20","2.2","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081070","Fruit, edible; persimmons, fresh","20","2.2","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081090","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","20","1.1","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081110","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","21.11","11.2","6.25"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081120","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","20.75","6.75","6"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081190","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","20.86","5.97","7.67"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081210","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","0","7.6","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081290","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","20","2.32","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081310","Fruit, edible; apricots, dried","20","0.46","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081320","Fruit, edible; prunes, dried","20","7.3","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081330","Fruit, edible; apples, dried","20","0.27","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081340","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","20","2.13","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081350","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","20","14","0"
"08","Fruit and nuts, edible; peel of citrus fruit or melons","081400","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","15","0.56","0"
"09","Coffee, tea, mate and spices","090111","Coffee; not roasted or decaffeinated","20","0","0"
"09","Coffee, tea, mate and spices","090112","Coffee; decaffeinated, not roasted","20","0","0"
"09","Coffee, tea, mate and spices","090121","Coffee; roasted, not decaffeinated","45","0","0"
"09","Coffee, tea, mate and spices","090122","Coffee; roasted, decaffeinated","45","0","0"
"09","Coffee, tea, mate and spices","090190","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","45","0.15","0"
"09","Coffee, tea, mate and spices","090210","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","20","3.2","0"
"09","Coffee, tea, mate and spices","090220","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","20","3.2","0"
"09","Coffee, tea, mate and spices","090230","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","20","0","0"
"09","Coffee, tea, mate and spices","090240","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","20","0","0"
"09","Coffee, tea, mate and spices","090300","Mate","20","0","0"
"09","Coffee, tea, mate and spices","090411","Spices; pepper (of the genus piper), neither crushed nor ground","20","0","0"
"09","Coffee, tea, mate and spices","090412","Spices; pepper (of the genus piper), crushed or ground","20","0","1.5"
"09","Coffee, tea, mate and spices","090421","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","20","0.92","0"
"09","Coffee, tea, mate and spices","090422","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","20","1.02","0"
"09","Coffee, tea, mate and spices","090510","Spices; vanilla, neither crushed nor ground","20","0","0"
"09","Coffee, tea, mate and spices","090520","Spices; vanilla, crushed or ground","20","0","0"
"09","Coffee, tea, mate and spices","090611","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","0","0","0"
"09","Coffee, tea, mate and spices","090619","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","0","0","0"
"09","Coffee, tea, mate and spices","090620","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","10","0","0"
"09","Coffee, tea, mate and spices","090710","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","10","0","0"
"09","Coffee, tea, mate and spices","090720","Spices; cloves (whole fruit, cloves and stems), crushed or ground","10","0","0"
"09","Coffee, tea, mate and spices","090811","Spices; nutmeg, neither crushed nor ground","20","0","0"
"09","Coffee, tea, mate and spices","090812","Spices; nutmeg, crushed or ground","20","0","0"
"09","Coffee, tea, mate and spices","090821","Spices; mace, neither crushed nor ground","20","0","0"
"09","Coffee, tea, mate and spices","090822","Spices; mace, crushed or ground","20","0.35","0"
"09","Coffee, tea, mate and spices","090831","Spices; cardamoms, neither crushed nor ground","20","0","0"
"09","Coffee, tea, mate and spices","090832","Spices; cardamoms, crushed or ground","20","0","0"
"09","Coffee, tea, mate and spices","090921","Spices; coriander seeds, neither crushed nor ground","10","0","0"
"09","Coffee, tea, mate and spices","090922","Spices; coriander seeds, crushed or ground","10","0","0"
"09","Coffee, tea, mate and spices","090931","Spices; cumin seeds, neither crushed nor ground","10","0","0"
"09","Coffee, tea, mate and spices","090932","Spices; cumin seeds, crushed or ground","10","0","0"
"09","Coffee, tea, mate and spices","090961","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","15","0","0"
"09","Coffee, tea, mate and spices","090962","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","15","0","0"
"09","Coffee, tea, mate and spices","091011","Spices; ginger, neither crushed nor ground","10","0","0"
"09","Coffee, tea, mate and spices","091012","Spices; ginger, crushed or ground","10","0.31","0"
"09","Coffee, tea, mate and spices","091020","Spices; saffron","10","0","0"
"09","Coffee, tea, mate and spices","091030","Spices; turmeric (curcuma)","20","0","0"
"09","Coffee, tea, mate and spices","091091","Spices; mixtures of 2 or more products of different headings","20","1.9","0"
"09","Coffee, tea, mate and spices","091099","Spices; n.e.c. in heading no. 0910","20","1.66","0"
"10","Cereals","100111","Cereals; wheat and meslin, durum wheat, seed","15","2.16","24.74"
"10","Cereals","100119","Cereals; wheat and meslin, durum wheat, other than seed","15","1.51","24.5"
"10","Cereals","100191","Cereals; wheat and meslin, other than durum wheat, seed","7.5","2.8","38.58"
"10","Cereals","100199","Cereals; wheat and meslin, other than durum wheat, other than seed","7.5","1.24","38.25"
"10","Cereals","100210","Cereals; rye, seed","0","0","0"
"10","Cereals","100290","Cereals; rye, other than seed","0","0","0"
"10","Cereals","100310","Cereals; barley, seed","0","0.34","28.92"
"10","Cereals","100390","Cereals; barley, other than seed","0","0.58","28.88"
"10","Cereals","100410","Cereals; oats, seeds","0","0","0"
"10","Cereals","100490","Cereals; oats, other than seed","0","0","0"
"10","Cereals","100510","Cereals; maize (corn), seed","0","0","0"
"10","Cereals","100590","Cereals; maize (corn), other than seed","4","0.6","0"
"10","Cereals","100610","Cereals; rice in the husk (paddy or rough)","9","4.25","0"
"10","Cereals","100620","Cereals; husked (brown) rice","20","1.94","0"
"10","Cereals","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","20","6.47","0"
"10","Cereals","100640","Cereals; rice, broken","20","1.1","0"
"10","Cereals","100710","Cereals; grain sorghum, seed","0","0.38","0"
"10","Cereals","100790","Cereals; grain sorghum, other than seed","7.5","1.05","0"
"10","Cereals","100810","Cereals; buckwheat","0","0","0"
"10","Cereals","100821","Cereals; millet, seed","15","0.74","0"
"10","Cereals","100829","Cereals; millet, other than seed","15","0.67","0"
"10","Cereals","100830","Cereals; canary seeds","0","0.21","0"
"10","Cereals","100840","Cereals; fonio (Digitaria spp.)","0","1.1","0"
"10","Cereals","100850","Cereals; quinoa (Chenopodium quinoa)","0","1.1","0"
"10","Cereals","100860","Cereals; triticale","0","1.1","0"
"10","Cereals","100890","Cereals; n.e.c. in chapter 10","0","1.1","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110100","Wheat or meslin flour","10","1.35","10.36"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110220","Cereal flour; of maize (corn)","10","0.54","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110290","Cereal flours; other than wheat, meslin, and maize (corn)","10","4.45","6.19"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110311","Cereal groats and meal; of wheat","5","1.09","8.84"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110313","Cereal groats and meal; of maize (corn)","5","0.76","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110319","Cereal groats and meal; n.e.c. in heading no. 1103","5","3.58","11.06"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110320","Cereal pellets","5","0","10.06"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110412","Cereal grains; rolled or flaked, of oats","5","1.42","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110419","Cereal grains; rolled or flaked, other than oats","5","3","13.76"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110422","Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of oats","5","0.5","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110423","Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of maize (corn)","0","1.09","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110429","Cereal grains; worked, other than rolled or flaked (e.g. Hulled, pearled, sliced or kibbled) of cereals, excluding oats and maize, and rice of heading no.1006","5","1.95","9.49"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110430","Cereal; germ of cereals, whole, rolled, flaked or ground","5","4.5","8.36"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110510","Flour, meal and powder; of potatoes","10","1.65","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110520","Flakes, granules and pellets; of potatoes","10","0.88","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110610","Flour, meal and powder; of the dried leguminous vegetables of heading no. 0713","10","8.3","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110620","Flour, meal and powder; of sago or of roots or tubers of heading no. 0714","10","4.15","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110630","Flour, meal and powder; of the products of chapter 8","10","6.2","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110710","Malt; not roasted","0","0.61","12.41"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110720","Malt; roasted","0","0.51","3.29"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110811","Starch; wheat","10","1.27","21.46"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110812","Starch; maize (corn) starch","10","0.93","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110813","Starch; potato","10","0.65","10.5"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110814","Starch; manioc (cassava)","10","0","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110819","Starch; n.e.c. in item no. 1108.11 to 1108.14","10","0","4.44"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110820","Inulin","10","2.6","0"
"11","Products of the milling industry; malt, starches, inulin, wheat gluten","110900","Wheat gluten; whether or not dried","10","4.3","16.68"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120110","Soya beans; seed, whether or not broken","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120190","Soya beans; other than seed, whether or not broken","7.5","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120230","Ground-nuts; seed, not roasted or otherwise cooked, whether or not shelled or broken","0","46.68","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120241","Ground-nuts; other than seed, not roasted or otherwise cooked, in shell","0","59.77","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120242","Ground-nuts; other than seed, not roasted or otherwise cooked, shelled, whether or not broken,","0","46.87","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120300","Copra","45","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120400","Oil seeds; linseed, whether or not broken","0","0.76","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120510","Oil seeds; low erucic acid rape or colza seeds, whether or not broken","0","1.11","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120590","Oil seeds; rape or colza seeds, other than low erucic, whether or not broken","0","1.28","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120600","Oil seeds; sunflower seeds, whether or not broken","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120710","Oil seeds; palm nuts and kernels, whether or not broken","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120721","Oil seeds; cotton seeds, seed, whether or not broken","0","0.4","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120729","Oil seeds; cotton seeds, other than seed, whether or not broken","0","1.39","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120730","Oil seeds; castor oil seeds, whether or not broken","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120740","Oil seeds; sesamum seeds, whether or not broken","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120750","Oil seeds; mustard seeds, whether or not broken","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120760","Oil seeds; safflower (Carthamus tinctorius) seeds, whether or not broken","3.33","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120770","Oil seeds; melon seeds, whether or not broken","0","0.2","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120791","Oil seeds; poppy seeds, whether or not broken","10","0.02","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120799","Oil seeds and oleaginous fruits; n.e.c. in heading no. 1207, whether or not broken","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120810","Flours and meals; of soya beans","15","1.9","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120890","Flours and meals of oil seeds or oleaginous fruits; excluding soya beans and mustard seeds","15","1.4","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120910","Seed; sugar beet seeds, of a kind used for sowing","9","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120921","Seeds of forage plants; lucerne (alfalfa) seeds, of a kind used for sowing","0","0.39","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120922","Seeds of forage plants; clover (Trifolium spp.) seeds, of a kind used for sowing","0","0.3","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120923","Seeds of forage plants; fescue seeds, of a kind used for sowing","0","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120924","Seeds of forage plants; Kentucky blue grass (Poa pratensis L.) seeds, of a kind used for sowing","0","0.25","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120925","Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing","0","0.78","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120929","Seeds of forage plants; other than lucerne, clover, fescue, Kentucky blue grass, and rye grass seeds, of a kind used for sowing","1.5","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120930","Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing","0","0.02","2.75"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120991","Seeds; vegetable seeds, of a kind used for sowing","0","0.04","2.75"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","120999","Seeds; n.e.c. in heading 1209, of a kind used for sowing","0","0.06","2.75"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","121010","Hop cones; neither ground nor powdered nor in the form of pellets","0","1.28","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","121020","Hop cones; ground, powdered or in the form of pellets; lupulin","0","0.97","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","121120","Ginseng roots, used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes; fresh or dried, whether or not cut, crushed or powdered","10","3","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","121120","Ginseng roots, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered","10","3","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","121130","Coca leaf; used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered","5","0","0"
"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","121130","Coca leaf; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered","5","0","0"
