"Code_Group","Group_Description","Code","Description","MEX","USA","CAN"
"01","Animals; live","010121","Horses; live, pure-bred breeding animals","10","0","0"
"01","Animals; live","010129","Horses; live, other than pure-bred breeding animals","15","0","0"
"01","Animals; live","010130","Asses; live","20","6.8","0"
"01","Animals; live","010190","Mules and hinnies; live","20","2.25","0"
"01","Animals; live","010221","Cattle; live, pure-bred breeding animals","0","0","0"
"01","Animals; live","010229","Cattle; live, other than pure-bred breeding animals","5","0.16","0"
"01","Animals; live","010231","Buffalo; live, pure-bred breeding animals","0","0","0"
"01","Animals; live","010239","Buffalo; live, other than pure-bred breeding animals","15","0.15","0"
"01","Animals; live","010290","Bovine animals; live, other than cattle and buffalo","15","0.33","0"
"01","Animals; live","010310","Swine; live, pure-bred breeding animals","0","0","0"
"01","Animals; live","010391","Swine; live, other than pure-bred breeding animals, weighing less than 50kg","16.33","0","0"
"01","Animals; live","010392","Swine; live, other than pure-bred breeding animals, weighing 50kg or more","17.25","0","0"
"01","Animals; live","010410","Sheep; live","6.67","0","0"
"01","Animals; live","010420","Goats; live","10","0.81","0"
"01","Animals; live","010511","Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g","3.33","0.83","59.65"
"01","Animals; live","010512","Poultry; live, turkeys, weighing not more than 185g","10","0.35","4"
"01","Animals; live","010513","Poultry; live, ducks, weighing not more than 185g","10","0.54","4"
"01","Animals; live","010514","Poultry; live, geese, weighing not more than 185g","10","0.2","4"
"01","Animals; live","010515","Poultry; live, guinea fowls, weighing not more than 185g","10","0.62","1.25"
"01","Animals; live","010594","Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g","15","2.19","80.65"
"01","Animals; live","010599","Poultry; live, ducks, geese, turkeys and guinea fowls, weighing more than 185g","10","1.35","52.83"
"01","Animals; live","010611","Mammals; live, primates","15","0","0"
"01","Animals; live","010612","Mammals; live, whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)","20","0","0"
"01","Animals; live","010613","Mammals; live, camels and other camelids (Camelidae)","20","0","0"
"01","Animals; live","010614","Mammals; live, rabbits and hares","20","0","0"
"01","Animals; live","010619","Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares","15","2.4","0"
"01","Animals; live","010620","Reptiles; live (including snakes and turtles)","20","0","0"
"01","Animals; live","010631","Birds; live, birds of prey","20","1.8","0"
"01","Animals; live","010632","Birds; live, Psittaciformes","20","1.8","0"
"01","Animals; live","010633","Birds; live, ostriches; emus (Dromaius novaehollandiae)","20","1.8","0"
"01","Animals; live","010639","Birds; live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)","20","1.8","0"
"01","Animals; live","010641","Insects; live, bees","10","0","0"
"01","Animals; live","010649","Insects; live, other than bees","20","0","0"
"01","Animals; live","010690","Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects","7.5","0","0"
"02","Meat and edible meat offal","020110","Meat; of bovine animals, carcasses and half-carcasses, fresh or chilled","20","9.52","13.25"
"02","Meat and edible meat offal","020120","Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled","20","8.03","13.25"
"02","Meat and edible meat offal","020130","Meat; of bovine animals, boneless cuts, fresh or chilled","20","7.94","13.25"
"02","Meat and edible meat offal","020210","Meat; of bovine animals, carcasses and half-carcasses, frozen","25","9.52","13.25"
"02","Meat and edible meat offal","020220","Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen","25","8.08","13.25"
"02","Meat and edible meat offal","020230","Meat; of bovine animals, boneless cuts, frozen","25","8.03","13.25"
"02","Meat and edible meat offal","020311","Meat; of swine, carcasses and half-carcasses, fresh or chilled","20","0","0"
"02","Meat and edible meat offal","020312","Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled","20","0.34","0"
"02","Meat and edible meat offal","020319","Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled","20","0.21","0"
"02","Meat and edible meat offal","020321","Meat; of swine, carcasses and half-carcasses, frozen","20","0","0"
"02","Meat and edible meat offal","020322","Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen","20","0.36","0"
"02","Meat and edible meat offal","020329","Meat; of swine, n.e.c. in item no. 0203.2, frozen","20","0.23","0"
"02","Meat and edible meat offal","020410","Meat; of sheep, lamb carcasses and half-carcasses, fresh or chilled","10","0.12","0"
"02","Meat and edible meat offal","020421","Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled","10","0.62","0"
"02","Meat and edible meat offal","020422","Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled","10","0.18","0"
"02","Meat and edible meat offal","020423","Meat; of sheep (including lamb), boneless cuts, fresh or chilled","10","0.17","0"
"02","Meat and edible meat offal","020430","Meat; of sheep, lamb carcasses and half-carcasses, frozen","10","0.12","0"
"02","Meat and edible meat offal","020441","Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen","10","1.02","2"
"02","Meat and edible meat offal","020442","Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen","10","0.35","1"
"02","Meat and edible meat offal","020443","Meat; of sheep (including lamb), boneless cuts, frozen","10","0.24","1.25"
"02","Meat and edible meat offal","020450","Meat; of goats, fresh, chilled or frozen","10","0","0"
"02","Meat and edible meat offal","020500","Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen","10","0","0"
"02","Meat and edible meat offal","020610","Offal, edible; of bovine animals, fresh or chilled","20","0","0"
"02","Meat and edible meat offal","020621","Offal, edible; of bovine animals, tongues, frozen","20","0","0"
"02","Meat and edible meat offal","020622","Offal, edible; of bovine animals, livers, frozen","20","0","0"
"02","Meat and edible meat offal","020629","Offal, edible; of bovine animals, (other than tongues and livers), frozen","20","0","0"
"02","Meat and edible meat offal","020630","Offal, edible; of swine, fresh or chilled","15","0","0"
"02","Meat and edible meat offal","020641","Offal, edible; of swine, livers, frozen","10","0","0"
"02","Meat and edible meat offal","020649","Offal, edible; of swine, (other than livers), frozen","5","0","0"
"02","Meat and edible meat offal","020680","Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled","10","0","0"
"02","Meat and edible meat offal","020690","Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen","10","0","0"
"02","Meat and edible meat offal","020711","Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled","75","3.65","83"
"02","Meat and edible meat offal","020712","Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen","75","4.17","83.15"
"02","Meat and edible meat offal","020713","Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled","75","7.3","126.25"
"02","Meat and edible meat offal","020714","Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen","62","7.74","124.7"
"02","Meat and edible meat offal","020724","Meat and edible offal; of turkeys, not cut in pieces, fresh or chilled","45","5.87","78.67"
"02","Meat and edible meat offal","020725","Meat and edible offal; of turkeys, not cut in pieces, frozen","45","6.19","78.23"
"02","Meat and edible meat offal","020726","Meat and edible offal; of turkeys, cuts and offal, fresh or chilled","75","4.92","110.68"
"02","Meat and edible meat offal","020727","Meat and edible offal; of turkeys, cuts and offal, frozen","58.75","5.96","97.39"
"02","Meat and edible meat offal","020741","Meat and edible offal; of ducks, not cut in pieces, fresh or chilled","0","3.86","8"
"02","Meat and edible meat offal","020742","Meat and edible offal; of ducks, not cut in pieces, frozen","0","3.06","5.5"
"02","Meat and edible meat offal","020743","Meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled","10","2.34","0"
"02","Meat and edible meat offal","020744","Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, fresh or chilled","0","2.36","4"
"02","Meat and edible meat offal","020745","Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen","5","2.6","2.25"
"02","Meat and edible meat offal","020751","Meat and edible offal; of geese, not cut in pieces, fresh or chilled","0","1.81","8"
"02","Meat and edible meat offal","020752","Meat and edible offal; of geese, not cut in pieces, frozen","0","2.29","5.5"
"02","Meat and edible meat offal","020753","Meat and edible offal; of geese, fatty livers (foie gras), fresh or chilled","10","0.56","0"
"02","Meat and edible meat offal","020754","Meat and edible offal; of geese, cuts and offal, excluding fatty livers, fresh or chilled","0","2.22","4"
"02","Meat and edible meat offal","020755","Meat and edible offal; of geese, cuts and offal, excluding fatty livers, frozen","5","2.43","2.25"
"02","Meat and edible meat offal","020760","Meat and edible offal; of guinea fowls, fresh, chilled or frozen","0","2.25","4.4"
"02","Meat and edible meat offal","020810","Meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen","10","6.4","0"
"02","Meat and edible meat offal","020830","Meat and edible meat offal; of primates, fresh, chilled or frozen","10","6.4","0"
"02","Meat and edible meat offal","020840","Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen","10","6.4","0"
"02","Meat and edible meat offal","020850","Meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen","10","6.4","0"
"02","Meat and edible meat offal","020860","Meat and edible meat offal; of camels and other camelids (Camelidae), fresh, chilled or frozen","10","6.4","0"
"02","Meat and edible meat offal","020890","Meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen","10","1.85","0"
"02","Meat and edible meat offal","020910","Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked","15","3.2","0"
"02","Meat and edible meat offal","020990","Fat; poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked","7.5","3.2","189.52"
"02","Meat and edible meat offal","021011","Meat; salted, in brine, dried or smoked, of swine, hams, shoulders and cuts thereof, with bone in","10","0.23","0"
"02","Meat and edible meat offal","021012","Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof","10","0.27","0"
"02","Meat and edible meat offal","021019","Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1","10","0.26","0"
"02","Meat and edible meat offal","021020","Meat; salted, in brine, dried or smoked, of bovine animals","10","0","0"
"02","Meat and edible meat offal","021091","Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates","10","2.3","0"
"02","Meat and edible meat offal","021092","Meat and edible meat offal; salted, in brine, dried or smoked; edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea); manatees, dugongs (of order Sirenia); seals, sea lions, and walruses (of suborder Pinnipedia)","10","2.3","0"
"02","Meat and edible meat offal","021093","Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)","10","2.3","0"
"02","Meat and edible meat offal","021099","Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)","11.25","2.3","112.29"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030111","Fish; live, ornamental, freshwater","10","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030119","Fish; live, ornamental, other than freshwater","10","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030191","Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030192","Fish; live, eels (Anguilla spp.)","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030193","Fish; live, carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030193","Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030194","Fish; live, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030195","Fish; live, southern bluefin tunas (Thunnus maccoyii)","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030199","Fish; live, n.e.c. in heading 0301","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030211","Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030211","Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030213","Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, livers, roes, other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030213","Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030214","Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030214","Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030219","Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030219","Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030221","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030221","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030222","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030222","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030223","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0.09","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030223","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0.09","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030224","Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030224","Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030229","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030229","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030231","Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030231","Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030232","Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030232","Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030233","Fish; fresh or chilled, skipjack or stripe-bellied bonito, excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030233","Fish; fresh or chilled, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030234","Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030234","Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030235","Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030235","Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030236","Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030236","Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030239","Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030239","Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030241","Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030241","Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030242","Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030242","Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030243","Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030243","Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030244","Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030244","Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030245","Fish; fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030245","Fish; fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030246","Fish; fresh or chilled, cobia (Rachycentron canadum), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030246","Fish; fresh or chilled, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030247","Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030247","Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030251","Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030251","Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030252","Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030252","Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030253","Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030253","Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030254","Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","10","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030254","Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","10","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030255","Fish; fresh or chilled, Alaska pollack (Theragra chalcogramma), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030255","Fish; fresh or chilled, Alaska pollack (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030256","Fish; fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030256","Fish; fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis),excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030259","Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030259","Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030271","Fish; fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030271","Fish; fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030272","Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030272","Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030273","Fish; fresh or chilled, carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030273","Fish; fresh or chilled, Carp (as specified by the WCO.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030274","Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
